ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
1,01/A101/AV/15,Avellino,Aiello del Sabato,Incrocio tra Via Croce e Via Unità d'Italia,"40°53'20,07"" ","14°49'14,01""",412,si,Quercus robur L.,Farnia,400,20,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso ",no,14.820558,40.922500
2,02/A101/AV/15,Avellino,Aiello del Sabato,Contrada Castagno Grosso,"40°53'08,44"" ","14°48'52,74"" ",445,no,Castanea sativa Mill.,Castagno,440,15,"a) età e/o dimensioni g) valore storico, culturale, religioso ",no,14.814650,40.922500
3,03/A101/AV/15,Avellino,Aiello del Sabato,Viale della Vittoria,"40°53'05,60"" ","14°49'09,70"" ",412,si,Insieme omogeneo di Platanus occidentalis L.,Platano occidentale,264 (max),"20,0 (med)","a) età e/o dimensioni g) valore storico, culturale, religioso ",no,14.819361,40.922500
4,04/A101/AV/15,Avellino,Aiello del Sabato,Tavernole San Felice - Fontana,"40°53'50,39"" ","14°49'14,26"" ",412,no,Insieme omogeneo di Carpinus betulus L.,Carpino bianco,175 (max)," 15,0 (med) ",a) età e/o dimensioni f) pregio paesaggistico ,no,14.820628,40.922500
5,05/A101/AV/15,Avellino,Aiello del Sabato,Contrada Carpine - Strada Provinciale n. 63,"40°53'16,72"" ","14°48'59,97""",398,no,Insieme omogeneo di Quercus pubescens Willd.,Roverella , 280 (med),"15,0 (med)",a) età e/o dimensioni f) pregio paesaggistico ,no,14.816658,40.922500
6,01/A347/AV/15,Avellino,Aquilonia,Badia di San Vito,"40°59'35,06"" ","15°28'16,04"" ",662,no,Quercus pubescens Willd.,Roverella ,520,17,"a) età e/o dimensioni b) forma e portamento c) valore ecologico e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso ",no,15.471122,41.025278
7,01/C971/AV/15,Avellino,Contrada,Sentiero per Monte Faliesi - Tre Faggi,"40°52'34,14""","14°46'02,50""",780,no,Fagus sylvatica L.,Faggio,352,28,"a) età e/o dimensioni g) valore storico, culturale, religioso",si,14.767361,40.905833
8,02/C971/AV/15,Avellino,Contrada,Sentiero Monte Faliesi - Cappella San Michele,"40°52'29,13""","14°46'00,01""",875,no,Quercus cerris L.,Cerro,312,12,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",si,14.766669,40.905833
9,01/D701/AV/15,Avellino,Forino,Via Largo Ponte,"40°51'40,66""","14°44'00,23""",425,si,Platanus acerifolia (Aiton) Willd,Platano comune,432,20,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",si,14.733397,40.889167
10,02/D701/AV/15,Avellino,Forino,Collegiata della Santissima Annunziata,"40°51'40,04""","14°44'58,93""",400,si,Tilia × europaea L. syn Tilia x vulgaris B. Heyne syn Tilia intermedia DC,Tiglio comune,433,25,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,si,14.749703,40.889167
11,03/D701/AV/15,Avellino,Forino,Chiesa di San Felicissimo - Petruro,"40°51'59,71""","14°45'09,30""",435,si,Tilia × europaea L. syn Tilia x vulgaris B. Heyne syn Tilia intermedia DC,Tiglio comune,541,32,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",si,14.752583,40.889167
12,01/E891/AV/15,Avellino,Manocalzati,Castello di San Barbato,"40°57'02,82""","14°50'49,31""",450,si,Tilia cordata Mill.,Tiglio selvatico,350,6,"a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",si,14.847031,40.989167
13,01/H438/AV/15,Avellino,Rocca San Felice,Piazza San Felice,"40°57'05,73"""," 15°09'51,49''",750,si,Tilia cordata Mill.,Tiglio selvatico,290,10,"a) età e/o dimensioni b) forma e portamento e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",no,15.164303,40.991944
14,01/L004/AV/15,Avellino,Summonte,Strada Statale n. 374 - Paese,"40°56'56,08"""," 14°44'42,84''",738,si,Tilia × europaea L. syn Tilia x vulgaris B. Heyne syn Tilia intermedia DC,Tiglio comune,600,34,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,si,14.745233,40.972500
15,01/L102/AV/15,Avellino,Teora,Viale della Vittoria,"40°51'07,27"" ","15°15'06,97"" ",650,si,insieme omogeneo di Quercus ilex L.,Leccio,140 (med) 175 (max),"7,0 (med) 8,0 (max) ","g) valore storico, culturale, religioso",si,15.251936,40.891944
16, 01/L461/AV/15,Avellino,Tufo,Lo Raio - Via Pioppeto,"41°00'44,82""","14°49'04,98""",230,si,Platanus occidentalis L.,Platano occidentale,470,40,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",no,14.818050,41.039167
17,05/H764/BN/15,Benevento,San Bartolomeo in Galdo,Contrada Solfatara,"41°15'21,10""","15°02'33,67""",643,no,insieme omogeneo di Fraxinus excelsior L.,Frassino maggiore,516 (med) 632 (max),"19,0 (med) 28,0 (max)",a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,no,15.042686,41.291944
18,01/B963/CE/15,Caserta,Caserta,San Leucio - Piazza della Seta,"41°05'54,38""","14°18'56,00""",145,si,Platanus acerifolia (Aiton) Willd,Platano comune,480,18,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,14.315556,41.122500
19,02/B963/CE/15,Caserta,Caserta,Briano - Chiesa di San Nicola ,"41°19'26,01""","14°05'41,52""",145,si,Platanus acerifolia (Aiton) Willd,Platano comune,410,15,a) età e/o dimensioni ,no,14.094867,41.355833
20,03/B963/CE/15,Caserta,Caserta,"Casola - Chiesa San Marco Evangelista - Via Chiesa, 1","41°05'38,26""","14°22'60""",360,si,Tilia cordata Mill.,Tiglio selvatico,480,12,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,14.383333,41.122500
21,04/B963/CE/15,Caserta,Caserta,Cimitero comunale,"41°05'21,24""","14°20'28,86""",68,si,Cinnamomun camphora T. Nees et Eberm,Albero della canfora,500,25,a) età e/o dimensioni ,no,14.341350,41.122500
22,05/B963/CE/15,Caserta,Caserta,Cimitero comunale,"41°05'21,55"""," 14°20'28,30""",68,si,Cedrus libani A. Richard,Cedro del Libano,635,30,a) età e/o dimensioni ,no,14.341194,41.122500
23,06/B963/CE/15,Caserta,Caserta,Piazza Pitesti,"41°04'48,50"" ","14°20'33,29""",68,si,Liriodendron tulipifera L.,Albero dei tulipani,310,18,a) età e/o dimensioni ,no,14.342581,41.105833
24,07/B963/CE/15,Caserta,Caserta,Piazza Vanvitelli,"41°04'30,30"" ","14°19'55,50""",68,si,Araucaria araucana (Molina) K.Koch,Pino del Cile,330,25,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,14.332083,41.105833
25,08/B963/CE/15,Caserta,Caserta,Piazza Vanvitelli,"41°04'31,90"" ","14°19'56,70"" ",68,si,Casuarina equisetifolia L.,Casuarina,270,15,"a) età e/o dimensioni d) rarità botanica g) valore storico, culturale, religioso",no,14.332417,41.105833
26,09/B963/CE/15,Caserta,Caserta,Piazza Vanvitelli,"41°04'31,26'' ","14°19'55,86'' ",68,si,Taxus baccata L.,Tasso,270,12,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,14.332183,41.105833
27,10/B963/CE/15,Caserta,Caserta,Cimitero comunale,"41°05'25,07""","14°20'31,90""",107,si,Insieme omogeneo di Cupressus sempervirens L.,Cipresso comune,200 (med) 370 (max),"16,0 (med) 21,0 (max)",a) età e/o dimensioni ,no,14.342194,41.122500
28,01/C129/NA/15,Napoli,Castellammare di Stabia,"Acqua della Madonna - Via Caio Duilio, 99","40°41'27,66""","14°28'22,83""",5,si,Quercus ilex L.,Leccio,250,12,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,14.473008,40.722500
29,02/C129/NA/15,Napoli,Castellammare di Stabia,Quisisana,"40°41'04,77""","14°29'21,08""",173,si,Pinus halepensis var. brutia (Ten) A. Henry,Pino bruzio,495,22,a) età e/o dimensioni e) architettura vegetale,no,14.489189,40.722500
30,03/C129/NA/15,Napoli,Castellammare di Stabia,Quisisana,"40°41'04,46""","14°29'19,83""",173,si,Taxus baccata L. ,Tasso,211,8,a) età e/o dimensioni e) architettura vegetale,no,14.488842,40.722500
31,01/C675/NA/15,Napoli,Cicciano,"Via Sandro Pertini, 58","40°58'10,00'' "," 14°32'15,00''",50,si,Olea europaea L.,Olivo,590,15,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",si,14.537500,41.005833
32,01/F839/NA/15,Napoli,Napoli,Porto - Via Ammiraglio Ferdinando Acton," 40°50'04,80''"," 14°15'04,70''",2,si,Platanus acerifolia (Aiton) Willd,Platano comune,484,30,a) età e/o dimensioni f) pregio paesaggistico ,no,14.251306,40.872500
33,02/F839/NA/15,Napoli,Napoli,"Salita Pontecorvo, 72"," 40°50'57,32''","14°14'52,26''",50,si,Cedrus libani A. Richard,Cedro del Libano,347,18,a) età e/o dimensioni f) pregio paesaggistico ,no,14.247850,40.872500
34,03/F839/NA/15,Napoli,Napoli,Piazza Vittoria - Villa Comunale," 40°50'00,20""","14°14'06,90''",2,si,Eucalyptus camaldulensis Dehnh.,Eucalitto rostrato,676,25,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,no,14.235250,40.872500
35,04/F839/NA/15,Napoli,Napoli,Piazza Vittoria - Villa Comunale,"40°49'59,90'' ","14°14'00,80""",2,si,Jubaea chilensis Johow.,Palma gigante del Cile,324,16,a) età e/o dimensioni d) rarità botanica e) architettura vegetale f) pregio paesaggistico,no,14.233556,40.855833
36,05/F839/NA/15,Napoli,Napoli,Piazza Vittoria - Villa Comunale,"40°49'59,30'' ","14°14'16,60""",3,si,Platanus orientalis L.,Platano orientale,412,18,a) età e/o dimensioni e) architettura vegetale d) rarità botanica f) pregio paesaggistico ,no,14.237944,40.855833
37,06/F839/NA/15,Napoli,Napoli,Piazza Vittoria - Villa Comunale,"40°49'59,30''","14°14'15,20''",2,si,Platanus orientalis L.,Platano orientale,428,18,a) età e/o dimensioni e) architettura vegetale d) rarità botanica f) pregio paesaggistico ,no,14.237556,40.855833
38,07/F839/NA/15,Napoli,Napoli,Piazza Vittoria - Villa Comunale,"40°49'59,10''","14°14'14,40''",2,si,Platanus orientalis L.,Platano orientale,439,18,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,no,14.237333,40.855833
39,08/F839/NA/15,Napoli,Napoli,Capodimonte - Giardini della Principessa Jolanda,"40°51'59,80''","14°14'52,80''",120,si,Cedrus libani A. Richard,Cedro del Libano,418,18,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,no,14.248000,40.889167
40,09/F839/NA/15,Napoli,Napoli,Capodimonte - Giardini della Principessa Jolanda,"40°52'00,60"""," 14°14'52,60''",120,si,Cinnamomun camphora T. Nees et Eberm,Albero della canfora,388,20,a) età e/o dimensioni d) rarità botanica e) architettura vegetale f) pregio paesaggistico ,no,14.247944,40.905833
41,10/F839/NA/15,Napoli,Napoli,Capodimonte - Giardini della Principessa Jolanda,"40°52'00,50''"," 14°14'54,30''",120,si,Platanus orientalis L.,Platano orientale,396,25,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,no,14.248417,40.905833
42,11/F839/NA/15,Napoli,Napoli,"Via del Cimitero, 1","40°53'21,10''","14°15'20,50''",115,si,Cinnamomun camphora T. Nees et Eberm,Albero della canfora,454,30,a) età e/o dimensioni e) architettura vegetale ,no,14.255694,40.922500
43,15/F839/NA/15,Napoli,Napoli,"Via Provinciale di Caserta, 92","40°53'23,10'' ","14°16'41,30''",100,si,Platanus orientalis L.,Platano orientale,442,25,"a) età e/o dimensioni d) rarità botanica g) valore storico, culturale, religioso",no,14.278139,40.922500
44,18/F839/NA/15,Napoli,Napoli,Piazza Cavour," 40°51'16,15''","14°15'11,04''",50,si,Podocarpus macrophyllus (Thunb.) Sweet,Podocarpo,242,25,a) età e/o dimensioni d) rarità botanica,no,14.253067,40.889167
45,01/G568/NA/15,Napoli,Piano di Sorrento,Villa Fondi - Ripa di Cassano,"40°38'14,33""","14°24'06,00""",60,si,Pinus pinea L.,Pino domestico,418,20,a) età e/o dimensioni b) forma e portamento e) architettura vegetale f) pregio paesaggistico ,si,14.401667,40.672500
46,04/G568/NA/15,Napoli,Piano di Sorrento,Cimitero comunale,"40°37'42,50""","14°25'07,81"" ",159,si,Cupressus sempervirens L.,Cipresso comune,266,9.5,a) età e/o dimensioni ,no,14.418836,40.655833
47,05/G568/NA/15,Napoli,Piano di Sorrento,Cimitero comunale,"40°37'45,70""","14°25'10,60"" ",159,si,Cupressus sempervirens L.,Cipresso comune,325,9.5,a) età e/o dimensioni b) forma e portamento ,no,14.419611,40.655833
48,06/G568/NA/15,Napoli,Piano di Sorrento,Cimitero comunale,"40°37'43,55""","14°25'09,07"" ",159,si,Cupressus sempervirens L.,Cipresso comune,270,9,a) età e/o dimensioni ,no,14.419186,40.655833
49,07/G568/NA/15,Napoli,Piano di Sorrento,Via Gennaro Maresca angolo Via Corbo," 40°37'45,18""","14°25'01,66"" ",135,si,Platanus acerifolia (Aiton) Willd.,Platano comune,295,10,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,no,14.417128,40.655833
50,08/G568/NA/15,Napoli,Piano di Sorrento,"Colli San Pietro - Antico Parco del Principe - Via Cermenna, 12"," 40°37'08,10""","14°25'54,93"" ",380,si,Tilia platyphyllos Scop.,Tiglio nostrale,365,15,"a) età e/o dimensioni b) forma e portamento c) valore ecologico e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",no,14.431925,40.655833
51,09/G568/NA/15,Napoli,Piano di Sorrento,"Colli San Pietro - Antico Parco del Principe - Via Cermenna, 12","40°37'09,16""","14°25'53,00"" ",380,si,Quercus pubescens Willd.,Roverella ,495,15,"a) età e/o dimensioni b) forma e portamento c) valore ecologico e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",si,14.431389,40.655833
52,10/G568/NA/15,Napoli,Piano di Sorrento,"Colli San Pietro - Antico Parco del Principe - Via Cermenna, 12","40°37'09,33""","14°25'52,93"" ",380,si,Taxus baccata L.,Tasso,473,12,"a) età e/o dimensioni b) forma e portamento c) valore ecologico e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",si,14.431369,40.655833
53,11/G568/NA/15,Napoli,Piano di Sorrento,"Via Bagnulo, 81","40°38'12,15""","14°24'39,02"" ",82,no,Pinus pinea L.,Pino domestico,336,20,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,no,14.410839,40.672500
54,12/G568/NA/15,Napoli,Piano di Sorrento,"Via Carlo Amalfi, 15 ","40°38'10,06""","14°24'35,91"" ",82,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,359,18,a) età e/o dimensioni b) forma e portamento ,no,14.409975,40.672500
55,13/G568/NA/15,Napoli,Piano di Sorrento,"Vallone San Giuseppe - Via Artemano, 6"," 40°37'15,00""","14°25'27,00"" ",240,si,Quercus petraea (Matt.) Liebl.,Rovere,333,16,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,si,14.424167,40.655833
56,14/G568/NA/15,Napoli,Piano di Sorrento,Villa Fondi de Sangro- Via Ripa di Cassano," 40°38'15,80""","14°24'06,21"" ",60,si,Quercus ilex L.,Leccio,318,10.5,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,no,14.401725,40.672500
57,01/G813/NA/15,Napoli,Pompei,"Hotel Ristorante Mec - Via Plinio, 52","40°44'50,96”","14°28'56,42"" ",15,si,Wisteria sinensis (Sims) Sweet,Glicine,150,15,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,no,14.482339,40.772500
58,02/G813/NA/15,Napoli,Pompei,"Via Plinio, 22","40°44'50,49""","14°29'23,52"" ",15,si,Insieme omogeneo di Platanus orientalis L.,Platano orientale,410 (med) 420 (max),"15,0 (med) 15,0 (max)",a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,no,14.489867,40.772500
59,01/I978/NA/15,Napoli,Striano,Piazza D'Anna,"40°48'50,03''"," 14°34'20,99''",23,si,Platanus orientalis L.,Platano orientale,470,18,"a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",no,14.572497,40.839167
60,01/C361/SA/15,Salerno,Cava de' Tirreni,Villa Comunale - Club Universitario,"40°41'05,08""","14°42'17,81""",200,si,Platanus orientalis L.,Platano orientale,560,8,a) età e/o dimensioni e) architettura vegetale ,si,14.704947,40.722500
61,07/C361/SA/15,Salerno,Cava de' Tirreni,Villa Rende,"40°41'53,00""","14°42'18,09""",217,si,Styphnolobium japonicum (L.) Schott,Sofora del Giappone ,130,5,a) età e/o dimensioni b) forma e portamento d) rarità botanica e) architettura vegetale ,si,14.705025,40.722500
62,13/C361/SA/15,Salerno,Cava de' Tirreni,Corso Principe Amedeo,"40°42'29,89""","14°42'29,89""",197,si,Insieme omogneo di Platanus orientalis L.,Platano orientale,300 (med) 400 (max),"10,0 (med) 12,0 (max)",a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,si,14.708303,40.739167
63,01/G509/SA/15,Salerno,Petina ,Casone Aresta - Osservatorio astronomico,"40°30'01,04""","15°2302,03""",1150,no,Prunus avium L.,Ciliegio selvatico,255,22,a) età e/o dimensioni c) valore ecologico d) rarità botanica,no,0.000000,"0.000000""15d2302.03"""""".""40d30'01.04"""""""
64,03/G834/SA/15,Salerno,Pontecagnano Faiano,Piazza Felice Sabbato,"40°38'40,00""","14°52'25,00""",26,si,Olea europaea L.,Olivo,705,6,a) età e/o dimensioni b) forma e portamento ,no,14.873611,40.672500
65,04/G834/SA/15,Salerno,Pontecagnano Faiano,Cimitero comunale,"40°38'43,97""","14°53'53,43""",48,si,Cupressus sempervirens L.,Cipresso comune,297,18,a) età e/o dimensioni b) forma e portamento ,no,14.898175,40.672500
66,05/G834/SA/15,Salerno,Pontecagnano Faiano,Cimitero - Via Pompei,"40°38'43,73""","14°53'53,71""",48,si,Cupressus sempervirens L.,Cipresso comune,302,18,a) età e/o dimensioni b) forma e portamento ,no,14.898253,40.672500
67,04/H703/SA/15,Salerno,Salerno,Via Cupa,"40°42'16,56""","14°48'19,16""",250,si,Platanus acerifolia (Aiton),Platano comune,450,19,a) età e/o dimensioni f) pregio paesaggistico ,no,14.805322,40.739167
68,10/H703/SA/15,Salerno,Salerno,Villa Comunale,"40°40'43,72""","14°45'12,52""",17,si,Pinus halepensis var. brutia (Ten) A. Henry,Pino bruzio,330,14,a) età e/o dimensioni f) pregio paesaggistico ,no,14.753478,40.705833
69,12/H703/SA/15,Salerno,Salerno,Villa Comunale,"40°40'43,17""","14°45'12,67""",16,si,Pinus halepensis var. brutia (Ten) A. Henry,Pino bruzio,340,14,a) età e/o dimensioni f) pregio paesaggistico ,no,14.753519,40.705833
